row,col,label_pred,label_correct
1,1,xiang_g,empty
1,2,empty,empty
1,3,che_g,empty
1,4,che_g,empty
1,5,che_g,empty
1,6,che_g,empty
1,7,che_g,empty
1,8,che_g,empty
1,9,che_g,empty
1,10,che_r,empty
2,1,empty,empty
2,2,empty,empty
2,3,bing_r,empty
2,4,empty,empty
2,5,che_g,shi_g
2,6,che_g,empty
2,7,xiang_g,pao_r
2,8,empty,empty
2,9,jiang_g,bing_r
2,10,che_r,empty
3,1,xiang_g,shi_r
3,2,empty,empty
3,3,empty,empty
3,4,bing_r,empty
3,5,shi_g,empty
3,6,empty,empty
3,7,empty,empty
3,8,empty,empty
3,9,xiang_g,bing_r
3,10,pao_r,empty
4,1,empty,empty
4,2,empty,empty
4,3,empty,empty
4,4,empty,empty
4,5,empty,empty
4,6,empty,empty
4,7,pao_g,shi_g
4,8,pao_g,empty
4,9,empty,empty
4,10,shi_r,empty
5,1,empty,empty
5,2,che_g,che_g
5,3,che_r,jiang_r
5,4,bing_r,empty
5,5,empty,empty
5,6,empty,empty
5,7,ma_g,bing_r
5,8,empty,empty
5,9,ma_g,bing_r
5,10,che_r,pao_r
6,1,empty,empty
6,2,empty,empty
6,3,empty,empty
6,4,empty,empty
6,5,empty,empty
6,6,empty,empty
6,7,empty,empty
6,8,empty,empty
6,9,empty,empty
6,10,ma_r,empty
7,1,empty,empty
7,2,empty,empty
7,3,empty,empty
7,4,pao_g,ma_r
7,5,empty,empty
7,6,empty,empty
7,7,empty,empty
7,8,empty,empty
7,9,ma_g,xiang_g
7,10,xiang_r,empty
8,1,xiang_g,che_g
8,2,empty,empty
8,3,empty,empty
8,4,empty,empty
8,5,empty,empty
8,6,empty,empty
8,7,xiang_g,che_r
8,8,empty,empty
8,9,xiang_g,empty
8,10,pao_r,empty
9,1,empty,empty
9,2,empty,pao_g
9,3,empty,empty
9,4,empty,empty
9,5,empty,empty
9,6,empty,ma_r
9,7,shi_g,empty
9,8,empty,empty
9,9,che_g,empty
9,10,empty,pao_g
