row,col,label_pred,label_correct
1,1,che_g,empty
1,2,che_g,empty
1,3,che_g,empty
1,4,che_g,empty
1,5,che_g,empty
1,6,che_g,empty
1,7,che_g,empty
1,8,empty,empty
1,9,xiang_g,empty
1,10,ma_g,che_g
2,1,shi_g,empty
2,2,empty,empty
2,3,xiang_g,ma_r
2,4,che_r,empty
2,5,empty,empty
2,6,xiang_g,empty
2,7,empty,empty
2,8,empty,empty
2,9,empty,empty
2,10,xiang_r,empty
3,1,ma_g,empty
3,2,empty,empty
3,3,empty,empty
3,4,empty,empty
3,5,empty,empty
3,6,che_g,empty
3,7,che_r,che_r
3,8,empty,empty
3,9,empty,empty
3,10,xiang_g,pao_g
4,1,xiang_g,shi_g
4,2,shi_g,empty
4,3,bing_r,empty
4,4,shi_g,empty
4,5,jiang_r,empty
4,6,empty,empty
4,7,empty,empty
4,8,empty,empty
4,9,empty,empty
4,10,empty,empty
5,1,shi_g,empty
5,2,shi_g,empty
5,3,empty,empty
5,4,ma_g,bing_g
5,5,che_r,empty
5,6,empty,empty
5,7,ma_g,pao_g
5,8,empty,empty
5,9,jiang_g,ma_r
5,10,empty,empty
6,1,xiang_g,pao_r
6,2,ma_g,empty
6,3,empty,empty
6,4,shi_g,empty
6,5,empty,empty
6,6,empty,empty
6,7,empty,empty
6,8,empty,empty
6,9,empty,empty
6,10,empty,empty
7,1,shi_r,empty
7,2,empty,empty
7,3,empty,empty
7,4,ma_g,bing_r
7,5,ma_g,che_g
7,6,xiang_g,empty
7,7,ma_g,bing_g
7,8,empty,empty
7,9,empty,empty
7,10,empty,empty
8,1,shi_g,empty
8,2,shi_g,empty
8,3,pao_g,xiang_g
8,4,empty,empty
8,5,empty,empty
8,6,pao_g,empty
8,7,empty,empty
8,8,empty,empty
8,9,empty,empty
8,10,xiang_g,xiang_g
9,1,che_g,empty
9,2,pao_g,empty
9,3,xiang_g,empty
9,4,che_g,empty
9,5,che_g,empty
9,6,jiang_g,empty
9,7,che_g,empty
9,8,empty,empty
9,9,xiang_g,empty
9,10,empty,empty
