row,col,label_pred,label_correct
1,1,ma_g,empty
1,2,bing_g,pao_g
1,3,che_g,empty
1,4,che_g,empty
1,5,che_g,empty
1,6,ma_g,empty
1,7,che_g,empty
1,8,bing_r,ma_r
1,9,che_g,empty
1,10,ma_r,empty
2,1,ma_g,empty
2,2,empty,empty
2,3,bing_r,empty
2,4,ma_g,empty
2,5,empty,empty
2,6,xiang_g,empty
2,7,empty,empty
2,8,empty,empty
2,9,empty,empty
2,10,ma_r,empty
3,1,pao_r,empty
3,2,bing_r,empty
3,3,empty,empty
3,4,xiang_g,bing_r
3,5,che_r,empty
3,6,pao_g,empty
3,7,ma_r,bing_r
3,8,empty,empty
3,9,empty,empty
3,10,che_r,empty
4,1,ma_g,empty
4,2,empty,empty
4,3,pao_g,empty
4,4,empty,empty
4,5,ma_r,shi_g
4,6,empty,empty
4,7,empty,empty
4,8,empty,empty
4,9,empty,empty
4,10,ma_r,shi_g
5,1,shi_g,jiang_r
5,2,pao_g,empty
5,3,ma_g,empty
5,4,pao_g,empty
5,5,shi_r,empty
5,6,pao_r,empty
5,7,bing_r,empty
5,8,empty,empty
5,9,pao_g,empty
5,10,ma_r,empty
6,1,shi_g,empty
6,2,empty,empty
6,3,bing_g,shi_r
6,4,ma_g,empty
6,5,pao_g,empty
6,6,ma_g,empty
6,7,empty,empty
6,8,ma_r,che_g
6,9,bing_r,empty
6,10,ma_r,empty
7,1,ma_g,empty
7,2,pao_g,empty
7,3,shi_g,empty
7,4,ma_g,empty
7,5,empty,empty
7,6,xiang_g,empty
7,7,bing_r,empty
7,8,shi_g,empty
7,9,pao_r,empty
7,10,che_r,empty
8,1,che_r,ma_r
8,2,empty,empty
8,3,che_r,bing_r
8,4,pao_r,empty
8,5,che_g,empty
8,6,ma_g,empty
8,7,empty,empty
8,8,xiang_g,che_r
8,9,che_r,empty
8,10,ma_r,empty
9,1,che_g,empty
9,2,che_g,empty
9,3,che_g,empty
9,4,che_g,empty
9,5,che_g,empty
9,6,che_g,empty
9,7,che_g,empty
9,8,che_g,empty
9,9,che_g,empty
9,10,che_r,empty
